grecord_,name,kgra,wellspring,api,waringno,country,state,county,latitude,longitude,t,r,sec,qsections,bmeridian,mreference,geoprovinc,localityin,sourcetype,pcollect,samplenum,cdate,collector,blank,deposits,treatment,lithology,sampleinfo,sampleinfa,adate,analyst,units,ameas,temp,dtemp,flow,amtemp,depth,gradient,whpressure,pressure1,pressure2,pressure3,steamflow,tflowenth,ph,phtemp,gravity,conductanc,alkalinity,tds,tss,ag,al,as,au,b,ba,be,bi,br,ca,camg,cd,cl,co,co3,cr,cs,cu,f,fe3,fetotal,ga,ge,hco3,hg,h2s,i,k,li,mg,mn,mo,na,nak,nb,nh4,ni,no3,pb,po4,rb,s,sb,sc,se,sio2,sn,so4,sr,ta,ti,u,v,w,zn,dwater,owater18,oso418,sh2s34,sh2s34rev,c13co2,tritium,c14ofc02,otheradata,qualifinfo,reference,rorganizat
17007,"FORGIE, J.",,,,,UNITED STATES,UTAH,BEAVER,38-22.86 N,113- 0.96 W,28S,010W,18,SE OF NE,,,35,,WELL,,,,,L/MIN,,,,,,,,MG/L,,25.6,,95.0,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEE, 1908",UTAH GEOLOGICAL AND MINERAL SURVEY
17048,"FOX, L.",,,,,UNITED STATES,UTAH,SALT LAKE,40-44.70 N,112- 0.36 W,01S,002W,12,NE OF NW,,,,,WELL,,,1931/10/08,,L/MIN,,,,,,,,,,21.7,,79.0,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MARINE, 1960",UTAH GEOLOGICAL AND MINERAL SURVEY
17611,"GANCHEFF, D.J. SPRING",,14N-01W-33-ACA,,,UNITED STATES,UTAH,CACHE,41-54.82 N,111-57.42 W,14N,001W,33,NE OF SW OF NE,SALT LAKE,TRENTON 1:24000,35,ELEVATION = 4520 FT.,SPRING,,,1968/01/12,,,,,PALEOZOIC OR PRECAMBRIAN ROCKS.,IRRIGATION USE.,,,U.S. GEOLOGICAL SURVEY,MG/L,,31.0,,,,,,,,,,,,7.6,,,7230.0,,4380.0,,,,,,0.71,,,,,132.0,,,2280.0,,,,,,3.2,,,,,548.0,,,,110.0,,46.0,,,1400.0,,,,,5.3,,,,,,,,23.0,,71.0,,,,,,,,,,,,,,,,,,"MCGREEVY AND BJORKLUND, 1970",UTAH GEOLOGICAL AND MINERAL SURVEY
17910,GANDY WARM SPRING,,,,,UNITED STATES,UTAH,MILLARD,39-27.84 N,114- 1.98 W,15S,019W,31,SW OF SE,,,,,SPRING,,,1908/00/00,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MEINZER, 1911",UTAH GEOLOGICAL AND MINERAL SURVEY
17645,GANDY WARM SPRINGS,,,,,UNITED STATES,UTAH,MILLARD,39-27.90 N,114- 2.04 W,15S,019W,31,SW OF SE,,,,,SPRING,,,1966/03/03,,,,,,,,,,MG/L,,27.0,,17034.0,,,,,,,,,,7.6,,,498.0,,294.0,,,,,,,,,,,50.0,,,20.0,,,,,,0.7,,,,,278.0,,,,2.7,,21.0,,,28.0,,,,,3.6,,,,,,,,20.0,,21.0,,,,,,,,,,,,,,,,,,"MUNDORFF, 1970",UTAH GEOLOGICAL AND MINERAL SURVEY
17646,GANDY WARM SPRINGS,,,,,UNITED STATES,UTAH,MILLARD,39-27.90 N,114- 2.04 W,15S,019W,31,SW OF SE,,,35,,SPRING,,,1967/07/12,,,,,,,,,,MG/L,,26.5,,34068.0,,,,,,,,,,7.6,,,485.0,,288.0,,,,,,,,,,,50.0,,,26.0,,,,,,0.7,,,,,250.0,,,,3.6,,18.0,,,29.0,,,,,1.9,,,,,,,,21.0,,29.0,,,,,,,,,,,,,,,,,,"MUNDORFF, 1970",UTAH GEOLOGICAL AND MINERAL SURVEY
17259,"GARDNER, J. F. AND R. M.",,,,,UNITED STATES,UTAH,MILLARD,39-20.64 N,112-32.34 W,17S,006W,17,NE OF NE,,,35,,WELL,,,1963/05/03,,,,,,,,,,MG/L,,27.8,,7571.0,,256.0,,,,,,,,7.3,,,379.0,,230.0,,,,,,,,,,,15.0,,,33.0,,,,,,,,,,,141.0,,,,,,9.2,,,,51.0,,,,1.4,,,,,,,,29.0,,22.0,,,,,,,,,,,,,,,,,,"MOWER AND FELTIS, 1964",UTAH GEOLOGICAL AND MINERAL SURVEY
17612,GARKANE POWER,,(D-28- 8)29DCB,,,UNITED STATES,UTAH,WAYNE,38-20.46 N,111-04.2  W,28S,008E,29,NW OF SW SE,,FRIUTA 1:62500,,,WELL,,,1974/10/04,,,,,,,,,,MG/L,,24.0,,11772.0,,232.0,,,,,,,,7.8,,,4200.0,,3746.0,,,,,,,,,,,284.0,,,625.0,,,,,,0.4,,,,,,,,,4.4,,88.0,,,494.0,,,,,,,,,,,,,13.0,,1070.0,,,,,,,,,,,,,,,,,,"GOODE, 1978",UTAH GEOLOGICAL AND MINERAL SURVEY
17554,GARNER #1 BOESCHE,,(D- 6-23)1BAD-1,,,UNITED STATES,UTAH,UINTAH,40-19.92 N,109-16.74 W,06S,023E,01,SE OF NE NW,,JENSEN 1:24000,,,WELL,,,1958/07/13,,,,,,ORIGINAL OIL TEST,,,,MG/L,,46.0,,,,808.0,,,,,,,,7.1,,,2250.0,,1990.0,,,,,,,,,,,357.0,,,80.0,,,,,,,,,,,141.0,,,,,,75.0,,,,104.0,,,,0.4,,,,,,,,9.7,,1150.0,,,,,,,,,,,,,,,,,,"HOOD AND OTHERS, 1976",UTAH GEOLOGICAL AND MINERAL SURVEY
17553,GARNER #1 BOESCHE,,(D- 6-23)1BAD-1,,,UNITED STATES,UTAH,UINTAH,40-19.92 N,109-16.74 W,06S,023E,01,SE OF NE NW,,JENSEN 1:24000,36,,WELL,,,1957/06/25,,L/MIN,,,,ORIGINAL OIL TEST,,,,MG/L,,43.5,,757.0,,808.0,,,,,,,,7.6,,,2200.0,,2000.0,,,,,,0.3,,,,,367.0,,,78.0,,,,,,1.8,,,,,139.0,,,,23.0,,69.0,,,91.0,,,,,1.1,,,,,,,,24.0,,1150.0,,,,,,,,,,,,,,,,,,"HOOD AND OTHERS, 1976",UTAH GEOLOGICAL AND MINERAL SURVEY
17175,GEORGE EAST NO. 1,,(B- 7- 3)33CDD,,,UNITED STATES,UTAH,WEBER,41-17.64 N,112-11.36 W,07N,003W,33,SE OF SE SW,,PLAIN CITY SW 1:24000,,,WELL,,,1960/12/12,,L/MIN,,,,2 OTHER ANALYSIS AVAILABLE,,,,PPM,,20.0,,68.0,,122.0,,,,,,,,7.5,,,409.0,,259.0,,,,,,,,,,,10.0,,,23.0,,,,,,0.4,,0.05,,,228.0,,,,8.0,,3.9,,,76.0,,,,,0.3,,,,,,,,24.0,,1.4,,,,,,,,,,,,,,,,,,"SMITH, 1961",UTAH GEOLOGICAL AND MINERAL SURVEY
17476,"GILLLMORE, C. F. & E. L.",,,,,UNITED STATES,UTAH,SALT LAKE,40-50.52 N,111-58.02 W,01N,001W,05,NW OF NW,,,,,WELL,,,1958/08/26,,,,,,,,,,MG/L,,,,568.0,,305.0,,,,,,,,7.4,,,1980.0,,1080.0,,,,,,,,,,,59.0,,,510.0,,,,,,,,,,,220.0,,,,,,11.0,,,328.0,,,,,0.7,,,,,,,,63.0,,3.7,,,,,,,,,,,,,,,,,,"MARINE, 1960",UTAH GEOLOGICAL AND MINERAL SURVEY
17475,"GILLMORE, C. F. & E. L.",,,,,UNITED STATES,UTAH,SALT LAKE,40-50.52 N,111-58.02 W,01N,001W,05,NW OF NW,,,35,,WELL,,,1932/09/27,,,,,,SAME AS WELL 5DDD 3 IN WSP-1029. METHANE GAS,,,,MG/L,,28.5,,454.0,,305.0,,,,,,,,,,,,,1155.0,,,,,,,,,,,62.0,,,535.0,,,,,,1.3,,0.04,,,214.0,,,,,,14.0,,,,,,,,,,,,,,,,64.0,,1.6,,,,,,,,,,,,,,,,,,"MARINE, 1960",UTAH GEOLOGICAL AND MINERAL SURVEY
17065,"GILLMORE, C. F.",,(B- 1- 2)25CDA-5,,,UNITED STATES,UTAH,SALT LAKE,40-47.5  N,112-00.5  W,01N,002W,25,NE OF SE SW,,SALTAIR 1:24000,35,LOCATION APPROXIMATE,WELL,,,1965/02/17,,L/MIN,,,,,,,,PPM,,25.0,,4.5,,,,,,,,,,7.7,,,1890.0,,1010.0,,,,,,,,,,,49.0,,,518.0,,,,,,,,,,,184.0,,,,,,29.0,,,,297.0,,,,0.2,,,,,,,,23.0,,3.3,,,,,,,,,,,,,,,,,,"IORNS AND OTHERS, 1966B",UTAH GEOLOGICAL AND MINERAL SURVEY
17064,"GILLMORE, C. F.",,(B- 1- 2)25CDA-1,,,UNITED STATES,UTAH,SALT LAKE,40-47.5  N,112-00.5  W,01N,002W,25,NE OF SE SW,,SALTAIR 1:24000,,LOCATION APPROXIMATE,WELL,,,1964/08/31,,L/MIN,,,,,,,,,,25.0,,3.8,,,,,,,,,,,,,1890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IORNS AND OTHERS, 1966B",UTAH GEOLOGICAL AND MINERAL SURVEY
17258,GOLDEN HARVEY IRR,,,,,UNITED STATES,UTAH,MILLARD,39-24.18 N,112-43.20 W,16S,008W,26,NW OF SE,,,,,WELL,,,1963/04/23,,,,,,,,,,MG/L,,,,,,,,,,,,,,7.8,,,1050.0,,607.0,,,,,,,,,,,10.0,,,158.0,,,,,,,,,,,242.0,,,,,,6.8,,,,206.0,,,,1.1,,,,,,,,29.0,,77.0,,,,,,,,,,,,,,,,,,"MOWER AND FELTIS, 1964",UTAH GEOLOGICAL AND MINERAL SURVEY
17257,GOLDEN HARVEY IRR,,,,,UNITED STATES,UTAH,MILLARD,39-24.18 N,112-43.20 W,16S,008W,26,NW OF SE,,,35,,WELL,,,1959/08/22,,,,,,WELL PERFORATED 502-842,,,,MG/L,,26.6,,5262.0,,257.0,,,,,,,,8.5,,,841.0,,508.0,,,,,,,,,,,9.6,,,115.0,,7.0,,,,,,,,,230.0,,,,,,2.9,,,,176.0,,,,0.3,,,,,,,,30.0,,54.0,,,,,,,,,,,,,,,,,,"MOWER AND FELTIS, 1964",UTAH GEOLOGICAL AND MINERAL SURVEY
17448,"GOODWIN, G. C.",,,,,UNITED STATES,UTAH,BEAVER,38-22.74 N,113- 0.84 W,28S,010W,18,SW OF NE,,,,,WELL,,,1950/04/03,,,,,,,,,,MG/L,,21.0,,,,138.0,,,,,,,,,,,364.0,,,,,,,,,,,,,,,,10.0,,,,,,1.0,,,,,164.0,,,,,,,,,56.0,,,,,,,,,,,,,34.0,,37.0,,,,,,,,,,,,,,,,,,"MOWER AND CORDOVA, 1974",UTAH GEOLOGICAL AND MINERAL SURVEY
17386,GOSHEN WARM SPRINGS,,(D-10- 1)8C-S,,,UNITED STATES,UTAH,UTAH,39-57.30 N,111-51.48 W,10S,001E,08,SW,,SANATAQUIN 1:62500,35,ABOUT 2 MILES EAST OF GOSHEN AND 3 MILES S-SW OF SANTAQUIN,SPRING,,,1964/05/27,,,,,,,,,,PPM,,21.1,,,,,,,,,,,,7.3,,,2310.0,,1320.0,,,,,,,,,,,84.0,,,558.0,,,,,,,,,,,316.0,,,,,,41.0,,,,356.0,,,,2.2,,,,,,,,18.0,,102.0,,,,,,,,,,,,,,,,,,"MUNDORFF, 1970",UTAH GEOLOGICAL AND MINERAL SURVEY
17105,GOSSNER CHEESE WELL,,12N-01E-29-ACC,,,UNITED STATES,UTAH,CACHE,41-45.10 N,111-51.62 W,12N,001E,29,SW OF SW OF NE,SALT LAKE,SMITHFIELD 1:24000,35,ELEVATION = 4450 FT.,WELL,,,1967/08/00,,L/MIN,,,AQUIFER IN QUATERNARY GRAVEL.,WELL DRILLED 1966; NATURAL FLOW; INDUSTRIAL USE.,,,,,,23.0,,2081.9,,32.9,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MCGREEVY AND BJORKLUND, 1970",UTAH GEOLOGICAL AND MINERAL SURVEY
17106,"GOSSNER,E. WELL",,12N-01E-29-CDB,,,UNITED STATES,UTAH,CACHE,41-44.73 N,111-51.78 W,12N,001E,29,NW OF SE OF SW,SALT LAKE,LOGAN 1:24000,WASATCH UPLIFT,ELEVATION = 4442 FT.,WELL,,,1968/06/00,,L/MIN,,,AQUIFER IN QUATERNARY SAND AND GRAVEL.,WELL DRILLED 1900; NATURAL FLOW; IRRIGATION USE.,,,,,,20.0,,355.8,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MCGREEVY AND BJORKLUND, 1970",UTAH GEOLOGICAL AND MINERAL SURVEY
17045,GRANGER HUNTER IMPROVEMENT DIST.,,,,,UNITED STATES,UTAH,SALT LAKE,40-47.22 N,111-56.88 W,01N,001W,28,NW OF NW,,,35,,WELL,,,1958/08/18,,L/MIN,,,,,,,,MG/L,,21.1,,1616.0,,35.0,,,,,,,,7.7,,,721.0,,452.0,,,,,,,,,,,57.0,,,63.0,,,,,,,,,,,173.0,,,,,,17.0,,,,73.0,,,,0.1,,,,,,,,23.0,,134.0,,,,,,,,,,,,,,,,,,"MARINE, 1960",UTAH GEOLOGICAL AND MINERAL SURVEY
17490,GRANGER-HUNTER IMPROVEMENT DIST.,,,,,UNITED STATES,UTAH,SALT LAKE,40-41.94 N,111-55.68 W,01S,001W,27,NW OF NW,,,,,WELL,,,1958/05/13,,,,,,,,,,MG/L,,21.0,,1616.0,,236.0,,,,,,,,7.4,,,736.0,,470.0,,,,,,,,,,,55.0,,,74.0,,,,,,,,,,,175.0,,,,,,15.0,,,84.0,,,,,0.2,,,,,,,,25.0,,131.0,,,,,,,,,,,,,,,,,,"MARINE, 1960",UTAH GEOLOGICAL AND MINERAL SURVEY
17507,GRANGER-HUNTER IMPROVEMENT DIST.,,(C- 1- 1)20BDD-1,,,UNITED STATES,UTAH,SALT LAKE,40-43.14 N,111-58.6  W,01S,001W,20,SE OF SE NW,,SALT LAKE CITY SOUTH 1:24000,,,WELL,,,1965/04/08,,L/MIN,,,,,,,,PPM,,23.3,,5299.0,,279.0,,,,,,,,7.8,,,628.0,,393.0,,,,,,0.08,,,,,32.0,,,63.0,,,,,,0.5,,,,,146.0,,,,,,13.0,,,,84.0,,,,0.1,,,,,,,,29.0,,103.0,,,,,,,,,,,,,,,,,,"IORNS AND OTHERS, 1966B",UTAH GEOLOGICAL AND MINERAL SURVEY
17649,GRANTSVILLE WARM SPRINGS,,,,,UNITED STATES,UTAH,TOOELE,40-38.82 N,112-31.45 W,02S,006W,16,NE OF NE,,TIMPIE 1:62500,35,3 MILES NW OF GRANTSVILLE,SPRING,,,1966/03/15,,L/MIN,,,SPRINGS ISSUE FROM QUATERNARY LAKEBED SEDIMENTS ON MUDFLATS OF GREAT SALT LAKE.,,,,,PPM,,24.4,,1514.0,,,,,,,,,,7.5,,,40400.0,,25800.0,,,0.037,,,1.5,,0.00057,0.00029,,584.0,,0.0014,15000.0,0.0014,,0.0014,,0.0014,1.7,,0.0066,0.0057,0.00029,233.0,,,,237.0,,188.0,0.0014,0.0034,8910.0,,,,0.0074,1.3,0.0014,,,,,,,27.0,,662.0,,,0.00057,,0.0029,,0.197,,,,,,,,,,,"MUNDORFF, 1970",UTAH GEOLOGICAL AND MINERAL SURVEY
17057,GRAVEL PIT,,,,,UNITED STATES,UTAH,SALT LAKE,40-40.30 N,111-50.50 W,02S,001W,04,SE OF NW,,,,,SPRING,,,1958/09/10,,L/MIN,,,,,,,,MG/L,,20.0,,227.0,,,,,,,,,,7.8,,,2200.0,,1410.0,,,,,,,,,,,123.0,,,312.0,,,,,,,,,,,409.0,,,,,,71.0,,,,276.0,,,,5.5,,,,,,,,23.0,,401.0,,,,,,,,,,,,,,,,,,"MARINE, 1960",UTAH GEOLOGICAL AND MINERAL SURVEY
17591,GREEN SPRING,,(C-42-15)15BBA-S1,,,UNITED STATES,UTAH,WASHINGTON,37-08.30 N,113-31.66 W,42S,015W,15,NE OF NW NW,,ST. GEORGE 1:62500,35,,SPRING,,,1966/03/30,,,,,,,,,,MG/L,,23.5,,,,,,,,,,,,,,,2010.0,,1240.0,,,,,,0.8,,,,,100.0,,,285.0,,4.0,,,,1.6,,,,,206.0,,,,25.0,,22.0,,,283.0,,,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,,,,"CORDOVA AND OTHERS, 1972",UTAH GEOLOGICAL AND MINERAL SURVEY
17592,GREEN SPRING,,(C-42-15)15BBA-S1,,,UNITED STATES,UTAH,WASHINGTON,37-08.30 N,113-31.63 W,42S,015W,15,NE OF NW NW,,ST. GEORGE 1:62500,,,SPRING,,,1968/10/16,,,,,,,,,,MG/L,,21.0,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORDOVA AND OTHERS, 1972",UTAH GEOLOGICAL AND MINERAL SURVEY
17235,GREENVILLE SCHOOL,,,,,UNITED STATES,UTAH,BEAVER,38-15.30 N,112-42.54 W,29S,008W,25,NE OF SW,,,,,WELL,,,1906/00/00,,L/MIN,,,,,,,,MG/L,,20.0,,42.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEE, 1908",UTAH GEOLOGICAL AND MINERAL SURVEY
17232,GREENVILLE WARD LDS CHURCH,,,,,UNITED STATES,UTAH,BEAVER,38-15.30 N,112-42.54 W,29S,008W,25,NE OF SW,,,,,WELL,,,1961/09/11,,,,,,DRILLED 1905,,,,MG/L,,20.0,,,,104.0,,,,,,,,7.9,,,298.0,,254.0,,,,,,,,,,,32.0,,,7.0,,,,,,,,0.05,,,128.0,,,,,,5.4,,,,29.0,,,,0.7,,,,,,,,69.0,,48.0,,,,,,,,,,,,,,,,,,"SANDBERG, 1963",UTAH GEOLOGICAL AND MINERAL SURVEY
17410,GSL AUTHORITY WELL,,04N-03W-19-CAAD,,,UNITED STATES,UTAH,DAVIS,41-03.88 N,112-13.87 W,04N,003W,19,SE OF NE OF NE,SALT LAKE,ANTELOPE ISLAND NORTH 1:24000,WASATCH UPLIFT,ELEVATION = 4200 FT.,WELL,,,1969/09/05,,L/MIN,,,,WELL DRILLED 1969; DOMESTIC USE.,,,,MG/L,,24.0,,1059.9,,146.6,,,,,,,,8.0,,,1260.0,,758.0,,,,,,,,,,,,,,315.0,,,,,,0.4,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17412,GSL AUTHORITY WELL,,04N-03W-19-CAAD,,,UNITED STATES,UTAH,DAVIS,41-03.88 N,112-13.87 W,04N,003W,19,SE OF NE OF NE,SALT LAKE,ANTELOPE ISLAND NORTH 1:24000,WASATCH UPLIFT,ELEVATION = 4200 FT.,WELL,,,1969/08/02,,L/MIN,,,,WELL DRILLED 1969; DOMESTIC USE.,,,,MG/L,,21.0,,1059.9,,146.6,,,,,,,,7.6,,,509.0,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17411,GSL AUTHORITY WELL,,04N-03W-19-CAAD,,,UNITED STATES,UTAH,DAVIS,41-03.88 N,112-13.87 W,04N,003W,19,SE OF NE OF NE,SALT LAKE,ANTELOPE ISLAND NORTH 1:24000,WASATCH UPLIFT,ELEVATION = 4200 FT.,WELL,,,1969/08/01,,L/MIN,,,,WELL DRILLED 1969; DOMESTIC USE.,,,,MG/L,,23.0,,1059.9,,146.6,,,,,,,,7.7,,,516.0,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17409,GSL AUTHORITY WELL,,04N-03W-19-CAAD,,,UNITED STATES,UTAH,DAVIS,41-03.88 N,112-13.87 W,04N,003W,19,SE OF NE OF NE,SALT LAKE,ANTELOPE ISLAND NORTH 1:24000,35,ELEVATION = 4200 FT.,WELL,,,1969/07/30,,L/MIN,,,,WELL DRILLED 1969; DOMESTIC USE.,,,,MG/L,,24.0,,1059.9,,146.6,,,,,,,,7.6,,,1360.0,,783.0,,,,,,0.16,,,,,51.0,,,350.0,,,,,,0.5,,0.34,,,187.0,,,,4.8,,21.0,,,202.0,,,,,0.6,,,,,,,,35.0,,12.0,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17432,GSLM & C CORP NO. 11,,(B- 7- 3)31ADC-1,,,UNITED STATES,UTAH,WEBER,41-17.65 N,112-13.7  W,07N,003W,31,SW OF SE NE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1968/09/05,,,,,,,,,,MG/L,,34.0,,201.0,,217.0,,,,,,,,,,,650.0,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17168,GSLM & C CORP. NO.6,,(B- 7- 3)31DAB-1,,,UNITED STATES,UTAH,WEBER,41-18.18 N,112-13.3  W,07N,003W,31,NW OF NE SE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1969/12/17,,L/MIN,,,,,,,,MG/L,,,,110.0,,180.0,,,,,,,,7.7,,,772.0,,491.0,,,,,,0.19,,,,,14.0,,,89.0,,,,,,0.9,,,,,339.0,,,,7.6,,1.9,,,157.0,,,,,0.2,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17167,GSLM & C CORP. NO. 14,,(B- 7- 3)31AAC-1,,,UNITED STATES,UTAH,WEBER,41-18.3  N,112-13.38 W,07N,003W,31,SW OF NE NE,,PLAIN CITY SW 1:24000,35,LOCATION APPROXIMATE,WELL,,,1968/09/27,,L/MIN,,,,,,,,MG/L,,39.0,,212.0,,246.0,,,,,,,,8.1,,,785.0,,462.0,,,,,,0.2,,,,,15.0,,,104.0,,,,,,0.7,,,,,305.0,,,,9.4,,4.4,,,148.0,,,,,0.3,,,,,,,,24.0,,1.0,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17439,GSLM & C CORP. NO. 8,,(B- 7- 3)31DAC-1,,,UNITED STATES,UTAH,WEBER,41-17.9  N,112-13.3  W,07N,003W,31,SW OF NE SE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1968/09/05,,L/MIN,,,,,,,,,,30.0,,106.0,,189.0,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17433,GSLM & C CORP. NO. 3,,(B- 7- 3)31DAA-1,,,UNITED STATES,UTAH,WEBER,41-18.00 N,112-13.2  W,07N,003W,31,NE OF NE SE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1968/09/05,,,,,,,,,,MG/L,,25.0,,110.0,,126.0,,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17435,GSLM & C CORP. NO. 5,,(B- 7- 3)31DAA-3,,,UNITED STATES,UTAH,WEBER,41-18.00 N,112-13.2  W,07N,003W,31,NE OF NE SE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1968/09/05,,L/MIN,,,,,,,,MG/L,,30.0,,151.0,,175.0,,,,,,,,,,,,,725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17431,GSLM & C CORP. NO. 15,,(B- 7- 3)31AAC-2,,,UNITED STATES,UTAH,WEBER,41-18.3  N,112-13.38 W,07N,003W,31,SW OF NE NE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1969/09/10,,L/MIN,,,,BOTTOMED IN BEDROCK,,,,MG/L,,38.0,,681.0,,280.0,,,,,,,,8.2,,,1490.0,,980.0,,,,,,,,,,,27.0,,,230.0,,,,,,,,,,,571.0,,,,,,5.4,,,,323.0,,,,0.2,,,,,,,,67.0,,0.5,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17437,GSLM & C CORP. NO. 7,,(B- 7- 3)31DAB-2,,,UNITED STATES,UTAH,WEBER,41-17.94 N,112-13.3  W,07N,003W,31,NW OF NE SE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1968/09/05,,L/MIN,,,,,,,,MG/L,,34.0,,273.0,,216.0,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17438,GSLM & C CORP. NO. 10,,(B- 7- 3)31DAD-3,,,UNITED STATES,UTAH,WEBER,41-18.0  N,112-13.3  W,07N,003W,31,NW OF NE SE,,PLAIN CITY SW 1:24000,35,,WELL,,,1968/09/05,,,,,,,,,,MG/L,,34.0,,246.0,,215.0,,,,,,,,,,,680.0,,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
17440,GSLM & C CORP. NO. 9,,(B- 7- 3)31DDA-1,,,UNITED STATES,UTAH,WEBER,41-17.82 N,112-13.1  W,07N,003W,31,NE OF SE SE,,PLAIN CITY SW 1:24000,,LOCATION APPROXIMATE,WELL,,,1969/09/10,,,,,,,,,,MG/L,,29.0,,,,182.0,,,,,,,,7.9,,,750.0,,478.0,,,,,,,,,,,14.0,,,96.0,,,,,,,,,,,310.0,,,,,,8.8,,,,147.0,,,,,,,,,,,,33.0,,0.8,,,,,,,,,,,,,,,,,,"BOLKE AND WADDELL, 1972A",UTAH GEOLOGICAL AND MINERAL SURVEY
